shipment_id,shipment_date,origin_region,destination_region,equipment_type,weight_lbs,cubic_feet,lead_time_hours,num_carrier_bids,lane_volume,winning_bid_price
SHP-100627,2024-01-12 00:00:00,WC-2,NE-1,Small Straight,2084.4,11.7,21.1,9.0,117,1639.54
SHP-101916,2024-02-03 00:00:00,SC-1,SW-1,Large Straight,1110.3,7.7,5.6,3.0,152,1102.69
SHP-105353,2024-04-05 00:00:00,MW-2,SE-2,Large Straight,571.3,12.0,3.4,4.0,147,2042.33
SHP-107668,2024-05-17 00:00:00,SC-1,MW-2,Tractor Trailer,2565.9,17.4,14.9,7.0,181,1532.93
SHP-112551,2024-08-17 00:00:00,NE-2,NE-3,Large Straight,2081.1,16.2,22.9,4.0,75,746.53
SHP-120359,2025-01-04 00:00:00,SE-1,WC-3,Small Straight,817.8,5.1,32.3,10.0,98,1028.33
SHP-104006,2024-03-13 00:00:00,SE-3,NE-2,Large Straight,2851.1,27.6,4.9,3.0,49,3059.05
SHP-120862,2025-01-13 00:00:00,MW-1,MW-2,Large Straight,2265.7,17.3,15.0,5.0,321,694.07
SHP-122949,2025-02-20 00:00:00,SC-1,NW-1,Sprinter Van,849.2,8.8,14.5,4.0,32,897.41
SHP-108637,2024-06-04 00:00:00,MW-1,SC-2,Flatbed,2318.2,24.7,2.9,1.0,225,2979.77
SHP-128908,2025-06-09 00:00:00,WC-1,SW-1,Cargo Van,320.5,1.5,17.4,6.0,98,315.47
SHP-108386,2024-05-30 00:00:00,CN-1,WC-1,Small Straight,550.3,3.3,21.1,5.0,46,694.36
SHP-108738,2024-06-06 00:00:00,NE-1,SE-1,Flatbed,1681.3,11.9,8.3,3.0,262,1886.32
SHP-119059,2024-12-11 00:00:00,SC-2,WC-1,Small Straight,2645.2,14.4,16.1,3.0,120,2038.15
SHP-116606,2024-10-28 00:00:00,SW-1,SE-1,Small Straight,2498.1,16.8,22.1,5.0,121,2105.53
SHP-102356,2024-02-12 00:00:00,SC-2,MW-2,Large Straight,1999.6,16.4,3.5,2.0,109,1725.12
SHP-120456,2025-01-05 00:00:00,NE-2,NE-1,Large Straight,1935.6,14.4,13.6,4.0,233,626.41
SHP-124890,2025-03-28 00:00:00,WC-1,SE-1,Large Straight,952.4,7.6,10.1,7.0,175,1843.52
SHP-109478,2024-06-20 00:00:00,SE-1,MW-2,Cargo Van,958.4,11.6,33.9,10.0,176,390.07
SHP-109997,2024-06-29 00:00:00,NW-1,MW-1,Sprinter Van,474.0,3.9,7.9,2.0,64,1092.82
SHP-120233,2025-01-01 00:00:00,WC-3,MW-1,Cargo Van,116.3,1.2,16.7,4.0,121,321.83
SHP-101220,2024-01-23 00:00:00,NW-1,MW-1,Small Straight,1893.3,16.9,15.2,3.0,64,1325.32
SHP-101979,2024-02-05 00:00:00,SC-1,SE-3,Small Straight,1300.6,14.7,4.4,3.0,93,890.98
SHP-117221,2024-11-08 00:00:00,MW-2,SC-1,Reefer,2042.1,10.5,9.5,3.0,227,3213.79
SHP-116058,2024-10-18 00:00:00,MW-1,SC-1,Small Straight,2137.3,25.0,3.0,2.0,372,1617.6
SHP-116995,2024-11-04 00:00:00,SE-2,NE-2,Cargo Van,274.9,1.8,4.6,2.0,109,656.99
SHP-120610,2025-01-08 00:00:00,SE-3,NW-1,Sprinter Van,488.5,3.0,13.0,8.0,18,1005.28
SHP-106403,2024-04-25 00:00:00,SC-1,SC-2,Cargo Van,620.1,3.9,13.2,4.0,168,197.95
SHP-115455,2024-10-08 00:00:00,MW-1,SE-2,Large Straight,744.2,7.5,2.3,1.0,231,2368.66
SHP-128027,2025-05-23 00:00:00,SE-2,SC-1,Cargo Van,469.6,2.6,18.0,8.0,172,298.01
SHP-126028,2025-04-17 00:00:00,MW-1,SW-2,Cargo Van,498.2,4.4,3.7,1.0,105,944.44
SHP-115439,2024-10-07 00:00:00,NE-1,NE-3,Flatbed,1778.0,10.8,20.1,6.0,110,756.7
SHP-104899,2024-03-29 00:00:00,SC-2,NE-1,Large Straight,1448.0,12.5,31.0,7.0,179,1269.28
SHP-126981,2025-05-04 00:00:00,SE-2,SE-3,Small Straight,762.1,7.1,5.3,2.0,54,601.65
SHP-125663,2025-04-11 00:00:00,SE-2,NE-1,Reefer,1345.9,13.8,10.6,6.0,180,2171.53
SHP-111024,2024-07-18 00:00:00,MW-1,WC-2,Large Straight,785.3,8.2,17.4,1.0,177,1285.52
SHP-410030,2024-10-15 08:00:00,MW-3,SC-1,Sprinter Van,645.6,9.9,45.4,5.0,202,668.59
SHP-116886,2024-11-02 00:00:00,CN-1,SE-1,Small Straight,1768.2,15.5,14.5,3.0,65,2106.56
SHP-123513,2025-03-03 00:00:00,SE-1,SE-2,Tractor Trailer,3627.8,23.9,30.7,7.0,171,836.55
SHP-123588,2025-03-05 00:00:00,SC-2,WC-1,Large Straight,1801.8,18.0,8.0,9.0,120,1666.18
SHP-128195,2025-05-26 00:00:00,SE-2,WC-1,Small Straight,1514.3,10.5,5.2,2.0,112,2710.65
SHP-125322,2025-04-05 00:00:00,MW-1,SC-2,Sprinter Van,804.1,3.6,13.7,3.0,225,582.85
SHP-109025,2024-06-12 00:00:00,MW-1,WC-1,Large Straight,1763.2,9.0,16.0,5.0,247,1682.84
SHP-129984,2025-06-29 00:00:00,NE-2,MW-1,Reefer,1330.2,12.8,29.0,12.0,229,1583.32
SHP-114388,2024-09-18 00:00:00,SE-3,NE-1,Sprinter Van,591.5,3.7,20.1,4.0,99,2762.573979032052
SHP-105510,2024-04-08 00:00:00,NE-2,NE-1,Sprinter Van,342.5,2.6,4.2,4.0,233,279.04
SHP-124803,2025-03-27 00:00:00,CN-2,SC-1,Flatbed,2250.0,26.1,14.7,4.0,47,2613.26
SHP-125185,2025-04-03 00:00:00,MW-2,SW-1,Tractor Trailer,2255.7,16.1,7.9,3.0,117,2720.75
SHP-117898,2024-11-20 00:00:00,MW-2,NE-3,Cargo Van,260.9,2.0,19.4,4.0,87,338.09
SHP-350008,2024-08-15 00:00:00,<br>MW-1,WC-1,Small Straight,4369.8,6.2,22.6,5.0,198,2971.02
SHP-120264,2025-01-02 00:00:00,NE-1,SW-1,Small Straight,1124.7,10.1,23.4,7.0,166,1153.63
SHP-109269,2024-06-16 00:00:00,SE-2,NE-1,Tractor Trailer,4071.6,29.4,22.0,3.0,180,2929.32
SHP-122325,2025-02-09 00:00:00,MW-3,SC-1,Sprinter Van,254.1,1.5,6.6,1.0,70,492.71
SHP-109529,2024-06-21 00:00:00,NW-1,SE-1,Small Straight,901.0,7.2,15.8,8.0,43,1531.81
SHP-113677,2024-09-05 00:00:00,SC-2,CN-1,Small Straight,1935.2,17.9,7.3,2.0,32,2208.86
SHP-120465,2025-01-06 00:00:00,NE-2,SC-1,Small Straight,322.2,2.2,11.5,6.0,173,651.7
SHP-126467,2025-04-24 00:00:00,CN-2,NE-2,Tractor Trailer,2743.0,29.0,6.4,1.0,33,2244.64
SHP-128713,2025-06-05 00:00:00,SE-3,NE-3,Sprinter Van,475.6,2.9,13.2,4.0,53,470.27
SHP-104859,2024-03-28 00:00:00,SC-2,MW-1,Small Straight,2556.4,24.2,19.6,9.0,193,800.9
SHP-118463,2024-11-30 00:00:00,NE-2,SE-1,Cargo Van,1557.3,15.0,7.8,1.0,161,1183.05
SHP-100512,2024-01-09 00:00:00,SC-2,WC-2,Small Straight,576.3,5.0,4.9,2.0,82,1024.87
SHP-115793,2024-10-14 00:00:00,SC-1,SE-3,Cargo Van,595.7,4.7,13.8,5.0,93,311.31
SHP-101529,2024-01-28 00:00:00,MW-2,NW-1,Sprinter Van,159.2,1.6,8.4,5.0,41,152.31843543941625
SHP-113870,2024-09-08 00:00:00,WC-3,NE-2,Small Straight,1047.5,10.3,22.0,6.0,60,1506.82
SHP-121074,2025-01-17 00:00:00,SE-1,NE-1,Small Straight,3933.7,15.3,4.0,2.0,278,2448.87
SHP-128734,2025-06-05 00:00:00,SE-3,SC-2,Small Straight,632.1,6.1,19.3,7.0,50,634.31
SHP-120866,2025-01-13 00:00:00,SC-1,SW-2,Cargo Van,173.4,1.7,16.2,3.0,87,210.45
SHP-111749,2024-08-01 00:00:00,NE-2,WC-2,Sprinter Van,694.8,4.6,7.6,3.0,74,1374.71
SHP-113132,2024-08-27 00:00:00,SW-1,NE-2,Small Straight,675.2,6.1,27.6,8.0,100,777.07
SHP-109882,2024-06-27 00:00:00,SE-3,NE-1,Flatbed,1917.6,16.7,6.6,4.0,99,1573.98
SHP-119241,2024-12-14 00:00:00,NE-1,MW-2,Small Straight,629.3,3.0,12.0,5.0,202,819.22
SHP-118950,2024-12-09 00:00:00,CN-1,MW-2,Cargo Van,830.0,5.8,3.5,2.0,59,789.35
SHP-111881,2024-08-03 00:00:00,SE-1,MW-2,Sprinter Van,124.2,1.0,3.1,2.0,176,838.33
SHP-106455,2024-04-25 00:00:00,NE-3,SC-1,Cargo Van,1350.2,9.8,20.6,6.0,111,677.71
SHP-120082,2024-12-29 00:00:00,SE-1,NE-3,Reefer,1959.8,15.5,6.0,2.0,115,3391.32
SHP-118925,2024-12-08 00:00:00,SE-3,MW-1,Small Straight,1303.2,13.1,22.9,10.0,127,1104.89
SHP-106541,2024-04-27 00:00:00,SC-1,SC-2,Sprinter Van,378.7,3.3,7.5,3.0,168,267.92
SHP-125008,2025-03-30 00:00:00,SE-2,SC-2,Small Straight,2221.9,21.8,2.3,1.0,104,2192.15
SHP-107971,2024-05-22 00:00:00,SW-1,WC-3,Small Straight,1859.5,12.4,3.2,1.0,40,1273.36
SHP-107395,2024-05-12 00:00:00,NE-1,SE-1,Flatbed,996.4,11.1,3.1,2.0,262,2201.66
SHP-120672,2025-01-09 00:00:00,SW-1,MW-3,Small Straight,888.5,6.4,2.4,6.0,45,1155.98
SHP-118350,2024-11-28 00:00:00,SE-1,SE-2,Sprinter Van,257.6,1.8,42.3,10.0,171,136.16
SHP-104130,2024-03-16 00:00:00,SE-1,NE-1,Cargo Van,694.4,6.2,5.6,1.0,278,757.75
SHP-124925,2025-03-29 00:00:00,MW-2,WC-1,Cargo Van,435.1,4.8,4.3,4.0,157,896.45
SHP-107551,2024-05-15 00:00:00,MW-1,SW-1,Small Straight,2968.7,25.5,12.0,4.0,199,1646.58
SHP-108382,2024-05-30 00:00:00,WC-1,SC-1,Cargo Van,275.1,2.1,7.6,3.0,197,513.67
SHP-123683,2025-03-06 00:00:00,SE-2,NE-1,Small Straight,1499.7,11.9,28.0,5.0,180,669.3
SHP-100301,2024-01-06 00:00:00,MW-2,WC-1,Large Straight,867.8,6.3,16.3,5.0,157,1258.13
SHP-116318,2024-10-23 00:00:00,SE-1,MW-2,Small Straight,2785.2,31.4,15.0,5.0,176,1282.43
SHP-101099,2024-01-21 00:00:00,SE-3,NE-3,Sprinter Van,196.7,1.2,40.4,10.0,53,319.12
SHP-108286,2024-05-28 00:00:00,MW-1,CN-1,Small Straight,3506.4,23.4,5.9,3.0,88,1570.51
SHP-100467,2024-01-09 00:00:00,SC-1,MW-3,Cargo Van,672.5,5.8,5.5,2.0,79,596.44
SHP-121217,2025-01-19 00:00:00,CN-2,SC-1,Reefer,1380.7,9.8,18.7,4.0,47,2926.7
SHP-111768,2024-08-01 00:00:00,NE-1,WC-3,Cargo Van,389.8,3.3,5.9,3.0,110,906.6
SHP-127147,2025-05-07 00:00:00,SW-2,MW-1,Large Straight,1116.7,7.4,37.6,11.0,100,1030.84
SHP-121771,2025-01-29 00:00:00,CN-2,SE-1,Small Straight,1049.3,13.7,6.6,3.0,40,1149.09
SHP-124364,2025-03-19 00:00:00,SW-2,SC-1,Small Straight,899.3,5.5,7.2,3.0,74,693.36
SHP-126290,2025-04-22 00:00:00,WC-3,SE-2,Sprinter Van,1357.4,9.1,47.3,8.0,61,1060.99
SHP-112301,2024-08-11 00:00:00,SW-1,NE-2,Large Straight,1018.3,6.3,7.8,3.0,100,2425.72
SHP-129848,2025-06-27 00:00:00,NE-1,CN-1,Sprinter Van,359.1,3.1,7.9,1.0,88,515.05
SHP-120476,2025-01-06 00:00:00,MW-3,SW-1,Cargo Van,560.4,4.6,8.4,8.0,46,508.63
SHP-128295,2025-05-28 00:00:00,SE-1,MW-2,Small Straight,545.2,2.2,2.9,1.0,176,1227.57
SHP-109379,2024-06-19 00:00:00,SE-2,SE-1,Cargo Van,645.6,5.0,14.2,5.0,136,235.8
SHP-127196,2025-05-07 00:00:00,WC-3,SW-1,Small Straight,1520.3,16.2,3.4,3.0,44,1548.39
SHP-121325,2025-01-21 00:00:00,MW-2,SC-2,Small Straight,2030.9,16.7,4.8,7.0,139,1107.31
SHP-115062,2024-09-30 00:00:00,NE-1,SW-1,Sprinter Van,630.9,5.9,6.0,3.0,166,1154.1
SHP-114825,2024-09-26 00:00:00,NE-2,SE-3,Cargo Van,448.1,3.7,11.6,2.0,59,550.53
SHP-113657,2024-09-05 00:00:00,MW-1,SE-2,Large Straight,609.7,5.7,7.5,2.0,231,1142.11
SHP-127557,2025-05-15 00:00:00,MW-2,SE-1,Sprinter Van,466.0,3.8,19.4,8.0,173,524.84
SHP-124592,2025-03-23 00:00:00,SC-2,SC-1,Small Straight,722.0,6.8,4.0,1.0,138,698.7
SHP-119905,2024-12-26 00:00:00,MW-1,MW-2,Sprinter Van,874.6,10.0,4.4,4.0,321,649.72
SHP-103937,2024-03-12 00:00:00,NE-2,SC-1,Cargo Van,150.5,1.0,13.0,6.0,173,387.27
SHP-119920,2024-12-27 00:00:00,SE-3,SC-2,Sprinter Van,491.2,4.1,8.7,11.0,50,519.34
SHP-128264,2025-05-27 00:00:00,WC-2,NE-1,Cargo Van,391.1,1.4,19.7,4.0,117,676.2
SHP-104182,2024-03-16 00:00:00,WC-1,WC-3,Large Straight,566.8,5.1,20.3,9.0,67,325.44
SHP-108131,2024-05-25 00:00:00,SW-1,WC-2,Sprinter Van,591.2,6.6,8.5,1.0,63,712.39
SHP-121329,2025-01-21 00:00:00,SC-2,NE-3,Small Straight,1692.8,14.2,4.2,1.0,77,2214.56
SHP-102198,2024-02-09 00:00:00,MW-2,NE-1,Cargo Van,457.4,4.1,17.4,7.0,216,308.06
SHP-129878,2025-06-27 00:00:00,SE-3,MW-1,Sprinter Van,474.0,4.1,8.3,8.0,127,644.66
SHP-106436,2024-04-25 00:00:00,MW-2,SW-2,Cargo Van,2100.2,8.8,19.5,4.0,60,917.57
SHP-102461,2024-02-13 00:00:00,SC-1,MW-3,Small Straight,1251.3,12.2,2.4,1.0,79,1140.11
SHP-124794,2025-03-26 00:00:00,WC-1,NE-2,Small Straight,1515.8,15.9,21.8,10.0,131,1772.07
SHP-125842,2025-04-14 00:00:00,NW-1,NE-2,Small Straight,916.5,5.7,10.1,3.0,38,1570.83
SHP-108746,2024-06-06 00:00:00,NE-2,NE-3,Cargo Van,373.9,2.4,5.3,1.0,75,301.75
SHP-126937,2025-05-03 00:00:00,SC-1,MW-1,Cargo Van,529.3,2.5,9.2,4.0,318,522.52
SHP-127971,2025-05-22 00:00:00,WC-3,NE-3,Small Straight,868.3,2.9,7.0,3.0,42,1892.33
SHP-121748,2025-01-29 00:00:00,NE-2,SW-1,Sprinter Van,105.0,1.0,10.1,7.0,86,481.7
SHP-116381,2024-10-24 00:00:00,SW-1,SE-2,Large Straight,940.4,9.7,8.0,7.0,86,1926.47
SHP-102172,2024-02-08 00:00:00,NE-3,MW-1,Large Straight,736.0,5.3,12.2,7.0,155,846.33
SHP-110124,2024-07-02 00:00:00,NE-1,NE-2,Small Straight,1934.6,15.6,3.5,7.0,196,755.38
SHP-125855,2025-04-14 00:00:00,MW-1,SW-1,Reefer,1061.5,10.4,7.0,2.0,199,2541.88
SHP-112344,2024-08-12 00:00:00,MW-1,MW-2,Small Straight,738.5,7.1,19.7,3.0,321,336.97
SHP-129225,2025-06-15 00:00:00,SE-3,MW-2,Large Straight,2516.9,17.0,20.3,4.0,78,1816.82
SHP-100285,2024-01-06 00:00:00,NE-1,SE-2,Small Straight,1406.4,8.3,16.6,6.0,197,700.6
SHP-101833,2024-02-02 00:00:00,WC-2,SC-2,Small Straight,1763.2,15.6,3.6,1.0,65,1679.16
SHP-108444,2024-05-31 00:00:00,NE-3,SC-2,Flatbed,1776.9,14.3,23.7,5.0,67,816.9534556552002
SHP-113921,2024-09-09 00:00:00,NE-1,SE-3,Large Straight,2850.8,28.2,8.4,4.0,95,1810.8
SHP-102483,2024-02-14 00:00:00,NE-2,SE-1,Small Straight,712.4,5.1,6.4,1.0,161,647.6
SHP-113583,2024-09-04 00:00:00,WC-3,SW-2,Cargo Van,373.7,3.1,9.6,3.0,14,444.3
SHP-124417,2025-03-20 00:00:00,MW-2,SW-1,Cargo Van,279.9,2.3,3.4,2.0,117,535.97
SHP-127004,2025-05-04 00:00:00,MW-2,MW-1,Small Straight,851.8,8.6,11.0,6.0,274,426.94
SHP-420005,2024-05-20 00:00:00,MW-1,SE-1,Small Straight,3133.0,6.9,22.3,2.0,189,1250.0
SHP-119254,2024-12-15 00:00:00,NE-2,SE-1,Small Straight,2191.4,14.2,3.6,4.0,161,2441.52
SHP-111708,2024-07-31 00:00:00,MW-1,SE-1,Cargo Van,251.4,2.3,2.6,2.0,348,480.26
SHP-125912,2025-04-15 00:00:00,NE-3,NE-1,Tractor Trailer,3916.3,20.4,3.0,1.0,133,2125.28
SHP-118573,2024-12-02 00:00:00,WC-1,NE-1,Flatbed,2069.4,11.9,29.0,9.0,198,3038.66
SHP-124130,2025-03-14 00:00:00,SE-3,MW-2,Large Straight,2200.9,16.0,3.7,2.0,78,3089.97
SHP-112864,2024-08-22 00:00:00,MW-2,SE-2,Sprinter Van,162.3,1.3,6.5,2.0,147,457.56
SHP-125136,2025-04-02 00:00:00,MW-1,SC-2,Flatbed,2952.9,23.0,20.5,9.0,225,2052.67
SHP-123485,2025-03-03 00:00:00,SE-1,SC-1,Large Straight,2502.3,17.5,13.5,3.0,220,1163.08
SHP-107855,2024-05-20 00:00:00,MW-1,SC-1,Small Straight,2030.6,12.5,23.1,7.0,372,760.17
SHP-129316,2025-06-16 00:00:00,SE-3,MW-2,Sprinter Van,166.7,1.5,37.7,11.0,78,294.9
SHP-118514,2024-12-01 00:00:00,SC-1,WC-2,Cargo Van,925.7,6.4,15.3,5.0,104,884.33
SHP-112458,2024-08-15 00:00:00,MW-1,SC-1,Sprinter Van,341.9,1.6,7.1,6.0,372,430.54
SHP-111680,2024-07-31 00:00:00,NE-3,SE-3,Sprinter Van,342.6,3.0,7.4,3.0,42,499.73
SHP-106320,2024-04-23 00:00:00,SW-1,SC-2,Small Straight,1465.7,9.2,10.6,8.0,106,652.49
SHP-129075,2025-06-12 00:00:00,SE-3,WC-1,Sprinter Van,435.3,2.7,11.7,6.0,69,1320.47
SHP-117548,2024-11-13 00:00:00,SC-1,NE-1,Sprinter Van,960.9,8.1,10.3,4.0,274,1090.51
SHP-128653,2025-06-04 00:00:00,WC-1,NE-3,Large Straight,938.7,9.0,23.7,6.0,81,1996.95
SHP-118458,2024-11-30 00:00:00,MW-1,SC-2,Sprinter Van,150.0,1.6,21.0,3.0,225,401.62
SHP-125247,2025-04-04 00:00:00,MW-2,MW-1,Small Straight,1279.7,11.9,15.2,6.0,274,449.09
SHP-117798,2024-11-18 00:00:00,SE-2,CN-2,Sprinter Van,1073.4,8.8,17.9,6.0,23,956.0
SHP-110178,2024-07-03 00:00:00,SW-1,SC-2,Sprinter Van,811.6,6.6,10.4,5.0,106,556.54
SHP-106931,2024-05-03 00:00:00,NE-1,SE-1,Flatbed,3012.7,30.5,7.4,2.0,262,2144.46
SHP-110733,2024-07-13 00:00:00,SW-1,NE-3,Sprinter Van,1492.9,11.2,36.2,5.0,68,1335.44
SHP-119873,2024-12-26 00:00:00,MW-1,SE-1,Cargo Van,618.0,6.2,8.9,4.0,348,660.46
SHP-112755,2024-08-20 00:00:00,SC-1,MW-1,Cargo Van,154.0,1.1,12.9,9.0,318,280.58
SHP-109556,2024-06-22 00:00:00,NE-2,NE-1,Sprinter Van,333.7,2.7,7.7,6.0,233,270.92
SHP-115560,2024-10-10 00:00:00,MW-2,NE-2,Small Straight,4398.1,29.5,10.7,3.0,154,2892.66
SHP-121602,2025-01-26 00:00:00,WC-2,SE-1,Large Straight,771.6,4.7,7.4,1.0,109,2641.04
SHP-100455,2024-01-08 00:00:00,MW-2,SE-3,Cargo Van,188.6,1.5,29.5,5.0,79,240.41
SHP-128554,2025-06-02 00:00:00,MW-3,SW-1,Cargo Van,448.5,3.8,6.9,4.0,46,450.48
SHP-110580,2024-07-10 00:00:00,MW-1,SC-2,Large Straight,1542.0,16.0,10.9,10.0,225,330.15443392026606
SHP-112179,2024-08-09 00:00:00,NE-2,NE-1,Sprinter Van,424.5,4.3,12.7,5.0,233,203.97
SHP-114677,2024-09-23 00:00:00,WC-2,SC-1,Cargo Van,737.1,3.8,21.1,6.0,117,581.74
SHP-123924,2025-03-11 00:00:00,MW-2,NE-1,Large Straight,729.8,6.0,4.4,1.0,216,1385.39
SHP-127112,2025-05-06 00:00:00,CN-2,MW-3,Cargo Van,241.9,2.2,17.7,4.0,8,226.48
SHP-122131,2025-02-05 00:00:00,NE-1,SW-1,Sprinter Van,554.1,4.9,17.1,5.0,166,858.44
SHP-111390,2024-07-25 00:00:00,NE-1,SE-3,Tractor Trailer,3140.4,22.9,10.8,7.0,95,2656.17
SHP-106859,2024-05-02 00:00:00,SW-1,MW-1,Large Straight,770.6,4.6,33.6,9.0,191,644.36
SHP-116764,2024-10-31 00:00:00,SC-1,SE-1,Small Straight,3641.7,31.4,45.1,9.0,207,991.21
SHP-108690,2024-06-05 00:00:00,MW-1,SC-1,Large Straight,942.2,8.5,2.3,4.0,372,1297.4
